Unnamed: 0,p,ratio,n,beta,pct,Graph,TTE,rep,Rand,Estimator,TTE_Estimate,Absolute_Bias,Bias_squared,Relative_Bias
15,0.25,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Reg,21.523013080677696,5.773502657295671,33.33333293380017,0.3665829922385535
16,0.25,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,VIM,18.41656179076273,2.667051367380706,7.113162996247294,0.1693418586155637
17,0.25,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,SNIPE(1),37.9938972545933,22.244386831211276,494.8127454965655,1.4123859239577905
18,0.25,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Lin's,5.5216368397369004,-10.227873583645124,104.60939804302576,-0.649408985339673
19,0.25,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,DM,5.947633771223953,-9.801876652158072,96.07678590412152,-0.6223607203437903
20,0.3,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Reg,22.469533664540204,6.720023241158179,45.15871236170608,0.4266814053585757
21,0.3,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,VIM,20.135137928354844,4.385627504972819,19.23372861237411,0.2784611957500489
22,0.3,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,SNIPE(1),39.41331703251662,23.6638066091346,559.9757432345222,1.5025106160762214
23,0.3,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Lin's,5.437438071972163,-10.312072351409864,106.33883618071177,-0.6547551050285578
24,0.3,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,DM,6.123739726304556,-9.62577069707747,92.65546151271528,-0.6111790422886331
25,0.4,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Reg,15.78205579553245,0.0325453721504249,0.0010592012484096,0.0020664370685521
26,0.4,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,VIM,10.892052747348766,-4.85745767603326,23.594895074454435,-0.3084195981623521
27,0.4,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,SNIPE(1),40.32352987481663,24.5740194514346,603.8824319994861,1.560303704104449
28,0.4,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Lin's,4.995310479164976,-10.75419994421705,115.65281644019798,-0.6828275708336405
29,0.4,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,DM,6.19826495440208,-9.551245468979946,91.22629000870997,-0.6064471346868017
30,0.5,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,Reg,14.68096595041469,-1.0685444729673357,1.1417872907090412,-0.0678462024686782
31,0.5,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,VIM,9.53618493419178,-6.213325489190247,38.60541363462122,-0.3945091194686169
32,0.5,2,10000,1,1,10000-0,15.749510423382024,5,Bernoulli,SNIPE(1),38.761692105396016,23.01218168201399,529.5605057660201,1.461136318742306
